"","ds","dep_var","trend","season","holiday","competitor_sales_B","events","tv_S","ooh_S","print_S","facebook_S","search_S","newsletter","intercept","depVarHat","solID","cluster","top_sol"
"16",2016-04-18,1166880,112147.094964944,-10686.3781035609,0,15688.1695748273,0,315.95106955334,6405.71901071589,0.916205537455419,5141.22707762412,6296.41636633765,1410.43723405992,1645559.49085663,1782279.04425667,"1_51_1",1,FALSE
"17",2016-04-25,888806.666666667,112224.214324473,-11879.0554862193,2497.95958315452,12678.0277188216,0,158.491796950849,4364.80359127731,0.0498889682909134,47.7632098590482,6301.71606230949,809.753611783859,1645559.49085663,1772763.21515801,"1_51_1",1,FALSE
"18",2016-05-02,898873.333333333,112301.333684002,-11446.0257407464,-510.101052666631,12255.8277725389,0,79.3756021982865,2870.40274595321,3535.90635857893,0.365589969689,5202.56245918509,536.58011039774,1645559.49085663,1770385.71838604,"1_51_1",1,FALSE
"19",2016-05-09,889373.333333334,112378.453043531,-10091.5043268108,0,12596.6016999085,0,39.7203089406234,7845.34183255086,251.721782947595,0.00279372680025817,5420.1495324335,142.346963266009,1645559.49085663,1774142.32448712,"1_51_1",1,FALSE
"20",2016-05-16,1915375,112455.57240306,-9527.30910733434,2333.2415415685,13014.9217696194,0,19.8682925392843,5485.59424031873,13.9392162046599,8290.73337818055,1191.11048497989,3216.20621198223,1645559.49085663,1782053.36928775,"1_51_1",1,FALSE
"21",2016-05-23,1006845,112532.691762589,-10679.9036753514,0,14099.8054908416,0,9.93618259762097,10584.2704570765,0.759672340074848,88.7528977565282,233.176477040823,4915.44177717457,1645559.49085663,1777344.42189869,"1_51_1",1,FALSE
"22",2016-05-30,869198.333333334,112609.811115918,-12635.8477158104,0,12398.6808880802,0,4.96860081738678,7788.32232171937,0.0413650356299337,0.680298032881845,4859.94146842985,2113.7097226064,1645559.49085663,1772699.79892146,"1_51_1",1,FALSE
"23",2016-06-06,727250,112686.930469246,-13605.1120319262,0,10395.3926969899,0,2.4844279479666,5440.0886760513,0.00225226632305855,0.00519868609660561,4871.97391029897,648.372147604487,1645559.49085663,1765999.62860379,"1_51_1",1,FALSE
"24",2016-06-13,753730,112764.049822575,-12837.6308332608,0,10777.0038241257,0,1.24224593127681,3644.51209975751,0.000122632322608788,3.97262759085173e-05,5584.28258768542,742.81514886761,1645559.49085663,1766235.76591467,"1_51_1",1,FALSE
"25",2016-06-20,999196.666666667,112841.169175903,-11275.429710465,0,12900.1742058888,0,127.443148515777,10459.7221904425,6.67713416676493e-06,5648.29902242985,5880.80271568756,179.220087061434,1645559.49085663,1782320.89169877,"1_51_1",1,FALSE
"26",2016-06-27,845843.333333333,112918.288529232,-10232.857061116,0,12104.9579583859,0,63.8054120685797,7678.38689605823,3.63559291618186e-07,53.6148791086888,5667.64114809017,173.075652647777,1645559.49085663,1773986.40427147,"1_51_1",1,FALSE
"27",2016-07-04,1126016.66666667,112995.40788256,-9776.82886939242,0,14944.6978622211,0,136.704367162003,5352.61787209631,777.162403942928,0.410462958349926,6128.90075130297,225.727228327931,1645559.49085663,1776344.29081781,"1_51_1",1,FALSE
"28",2016-07-11,1140978.33333333,113072.527235889,-8802.95935789558,0,16303.7338333,0,68.4486576772657,3580.45958041245,44.6216704746059,0.00313663732182087,6484.49114808752,758.589831350577,1645559.49085663,1777069.40659256,"1_51_1",1,FALSE
"29",2016-07-18,1242656.66666667,113149.646574197,-6655.09445040721,0,16378.1495233521,0,47.6829025762823,13356.7109044059,744.333500263823,8018.88403695166,5574.11041032298,649.464669059326,1645559.49085663,1796823.37892735,"1_51_1",1,FALSE
"30",2016-07-25,1293483.33333333,113226.765912505,-4182.05602371183,0,18444.5392390392,0,23.8531796458949,10378.6419993504,42.6385890996808,84.7289566011581,6500.95584696601,2059.00647137373,1645559.49085663,1792138.5650275,"1_51_1",1,FALSE
"31",2016-08-01,1484843.33333333,113303.885250813,-2821.26098164506,0,18828.4243335697,0,457.504460674429,12044.8959606044,2.32820552275384,11217.7517249666,7187.80148496343,2128.38770328232,1645559.49085663,1807909.20899938,"1_51_1",1,FALSE
"32",2016-08-08,1485698.33333333,113381.004589121,-2798.12849780803,0,21160.0717034849,0,229.836289465492,9117.78197742127,24.380345293655,139.885469545129,7676.14695095028,3710.86421877368,1645559.49085663,1798201.33390287,"1_51_1",1,FALSE
"33",2016-08-15,1556608.33333333,113458.123927429,-2705.13630254509,0,20393.2607775056,0,1029.53424431123,6526.20361228147,1.32962687098054,1832.25821182607,1804.87902439099,5093.67257227068,1645559.49085663,1792993.61655097,"1_51_1",1,FALSE
"34",2016-08-22,1391206.66666667,113535.243265737,-1070.76088753958,0,18883.2779086332,0,520.289410150316,4456.40874570995,4159.53010753814,1061.53472449128,359.018847881951,5553.84130754653,1645559.49085663,1793017.87428678,"1_51_1",1,FALSE
"35",2016-08-29,2018783.33333333,113612.362604045,1926.5457753894,0,25972.9943543714,0,1223.28532301231,11257.2330994252,313.09684838865,8.42035056676022,8081.8617930368,855.886690862381,1645559.49085663,1808811.17769573,"1_51_1",1,FALSE
"36",2016-09-05,2170721.66666667,113689.481900272,4651.54687161126,0,27890.4756063136,0,1820.31099088806,10991.2936643998,437.502329999993,41.4969867824278,8718.9721648225,298.758170549417,1645559.49085663,1814099.32954227,"1_51_1",1,FALSE
"37",2016-09-12,2247670,113766.601196498,5859.02625648103,0,31309.1093678667,0,927.562336433706,12136.9271196858,24.5352254955502,0.317558140663742,9004.64954469591,1289.56317154905,1645559.49085663,1819877.78263347,"1_51_1",1,FALSE
"38",2016-09-19,2192026.66666667,113843.720492724,5972.97980843821,0,28490.1435051457,0,468.258950453138,10192.0860607196,8213.45603105331,10120.7104052151,9124.52323374354,2778.28726658636,1645559.49085663,1834763.65661071,"1_51_1",1,FALSE
"39",2016-09-26,1895213.33333333,113920.839788951,6354.12705547307,0,26416.3409126974,0,235.265224906488,11975.5215874692,985.626914610021,118.860633102777,8558.04530851349,557.429817679186,1645559.49085663,1814681.54810003,"1_51_1",1,FALSE
"40",2016-10-03,2232910,113997.959085177,7608.7028091268,262.330692125586,27387.2821659896,0,17057.1600858843,11887.3540273466,2964.02644190353,7092.20961490826,9040.3192340549,2083.56542952551,1645559.49085663,1844940.40044267,"1_51_1",1,FALSE
"41",2016-10-10,2406035,114075.078381403,9075.41443699489,0,33025.6378514543,0,10348.3005710506,8970.72294212602,3846.56785676745,8367.20809653565,9860.36695145466,6282.65944274504,1645559.49085663,1849411.44738716,"1_51_1",1,FALSE
"42",2016-10-17,2252445,114152.197630895,10001.723997498,0,28838.0519516859,0,19663.2366515175,8226.46145460668,281.440918450914,11817.9607114787,9628.66880784309,9084.01470421275,1645559.49085663,1857253.24768482,"1_51_1",1,FALSE
"43",2016-10-24,2663125,114229.316880387,10718.3096322685,0,35786.6710759163,0,12331.3581928285,11570.410389048,2511.62850631183,12829.9106480721,10032.0240056324,6016.0655474895,1645559.49085663,1861585.18573458,"1_51_1",1,FALSE
"44",2016-10-31,2974771.66666667,114306.436129879,12164.9951540743,0,38274.66119846,0,23287.1689834606,8677.60490712435,164.17971852425,13709.6154268784,10961.1474992903,3838.37897155409,1645559.49085663,1870943.67884587,"1_51_1",1,FALSE
"45",2016-11-07,2826128.33333333,114383.55537937,14341.0735827203,0,37823.2551172774,0,15322.0025372251,11350.924103819,3344.09642621755,14529.1599205208,10278.8141229009,9512.82255667944,1645559.49085663,1876445.19460336,"1_51_1",1,FALSE
"46",2016-11-14,3182900,114460.674628862,15781.6106807567,0,41045.4283737471,0,18364.3604089662,8476.73131735161,234.161079436392,12012.8432125882,2629.00134204329,6830.04269929575,1645559.49085663,1865394.34459967,"1_51_1",1,FALSE
"47",2016-11-21,2964696.66666667,114537.793878354,14982.7320290596,0,38667.9676268292,0,12554.3148526771,11361.9332253628,1682.01785198271,14095.8016626248,534.504619531789,6080.19842704037,1645559.49085663,1860056.75503009,"1_51_1",1,FALSE
"48",2016-11-28,2848525,114614.913127846,12224.8135306984,0,39972.8951647026,0,7210.36758099373,8486.76607778524,1008.80240809112,10900.1795203616,14284.867954366,9683.56112994306,1645559.49085663,1863946.65735141,"1_51_1",1,FALSE
"49",2016-12-05,2740160,114690.708614133,9572.148015159,0,35263.6157508906,0,5685.23850366464,12736.3979145643,58.8780725047203,3770.65117913279,14252.7495603689,24036.1463177895,1645559.49085663,1865626.02478484,"1_51_1",1,FALSE
"50",2016-12-12,2380508.33333333,114766.504100421,8875.3376024685,0,33850.5912544917,0,3019.60067961794,9774.20131686619,3.21842010003616,6934.08736044124,13534.6730611035,10668.3659816981,1645559.49085663,1846986.07063384,"1_51_1",1,FALSE
"51",2016-12-19,2230915,114842.299586708,9938.91731984918,-2457.51197006988,30522.7277620498,0,1558.31061890705,13811.0149975512,0.175275352754821,2039.23607716201,13111.3304794092,1965.86522811651,1645559.49085663,1830891.85623166,"1_51_1",1,FALSE
"52",2016-12-26,3659425,114918.095072995,10847.1214401618,7687.30190682753,33104.6443005406,0,14670.2868295589,10831.0168306924,0.00954357428176523,14678.4061165325,13676.1797884937,214.56494888136,1645559.49085663,1866187.11763489,"1_51_1",1,FALSE
"53",2017-01-02,2827008.33333333,114993.890559283,9997.48019943592,0,32111.0318920929,0,15834.1793464405,14744.0091682985,8781.71156213238,10041.0406595562,13483.3478990507,15752.1616146271,1645559.49085663,1881298.34375754,"1_51_1",1,FALSE
"54",2017-01-09,2042143.33333333,115069.68604557,7577.42358397632,0,29186.8896843365,0,9461.59270248675,11786.8255136255,1149.57365118262,12120.3860361807,13245.6732886127,9576.26790215219,1645559.49085663,1854733.80926475,"1_51_1",1,FALSE
"55",2017-01-16,2113358.33333333,115144.525427191,5051.72956918295,0,28696.5606471267,0,6048.11086491084,8877.3576381222,275.240043892361,13035.7523115975,12932.8291100979,14808.611479451,1645559.49085663,1850430.2079482,"1_51_1",1,FALSE
"56",2017-01-23,2179918.33333333,115219.364808813,3525.70418490298,0,29968.5220814138,0,3225.14938977933,6325.82540935923,3092.69963449737,13857.9473789653,13122.3501006901,5869.76466697685,1645559.49085663,1839766.81851203,"1_51_1",1,FALSE
"57",2017-01-30,2370613.33333333,115294.204190434,2867.52082372251,0,30393.7539842227,0,5953.8484464916,4304.27524630119,211.999181690932,10005.3241222817,13313.069780013,9351.29504026434,1645559.49085663,1837254.78167205,"1_51_1",1,FALSE
"58",2017-02-06,1814556.66666667,115369.043572055,2267.03505417386,0,25903.0152560723,0,3171.59700193356,2827.67271756713,11.7080994030155,116.790616487912,12010.2453116833,1686.75861551708,1645559.49085663,1808923.35710152,"1_51_1",1,FALSE
"59",2017-02-13,1951668.33333333,115443.882953676,1223.09441455449,0,26938.1671818996,0,1639.40206033601,10521.3693494512,0.637984108256633,15965.6157352149,3262.36679283831,4283.77108813451,1645559.49085663,1824837.79841684,"1_51_1",1,FALSE
"60",2017-02-20,1918238.33333333,115518.722335297,-198.959289595181,0,26283.9754546884,0,833.793117809084,7732.7358213215,2785.0965030547,271.771684587708,674.732469315138,5290.16063307537,1645559.49085663,1804751.51958618,"1_51_1",1,FALSE
"61",2017-02-27,1472390,115593.561716919,-1782.61662636274,0,20564.44213093,0,420.511242340086,5395.81734225936,186.119774807798,20702.1398635969,9977.83998120572,8727.74243319838,1645559.49085663,1825345.04871552,"1_51_1",1,FALSE
"62",2017-03-06,1477865,115660.001184139,-3413.68283548354,0,20079.2006139931,0,211.171107911505,3612.06902773865,4390.96474933943,554.249277326128,10719.4720332652,3893.75072933303,1645559.49085663,1801266.68674419,"1_51_1",1,FALSE
"63",2017-03-13,1300166.66666667,115726.44065136,-4898.04576084072,0,17640.6682116781,0,299.014127532119,2345.21581821131,337.703544916801,4.31795678261148,10308.8922714697,7921.43563747662,1645559.49085663,1795245.13331521,"1_51_1",1,FALSE
"64",2017-03-20,1160205,115792.88011858,-5909.72535894807,0,15495.4090844879,0,149.969379677999,1490.81562761219,6668.89197776854,0.0330010080509123,9747.59110778242,7826.4688255096,1645559.49085663,1796821.82462011,"1_51_1",1,FALSE
"65",2017-03-27,1356871.66666667,115859.319585801,-6417.68592737944,0,19171.7420210758,0,75.1008099755658,6003.10168402028,652.538334730208,5802.79205963551,10836.2904621441,9537.51148634371,1645559.49085663,1807080.20137297,"1_51_1",1,FALSE
"66",2017-04-03,1355833.33333333,115925.759053021,-7006.68644771631,0,19371.0717505554,0,37.5795046239738,4061.50673701024,37.1416041232192,55.4486555652723,10700.6134184663,1124.38112457478,1645559.49085663,1789866.30625685,"1_51_1",1,FALSE
"67",2017-04-10,1176266.66666667,115992.198520242,-8370.35929839586,139.287643335849,15892.7195797385,0,18.7970367399546,14717.7423576205,2.02730898991201,0.424528842357334,9668.02996146239,167.395837179489,1645559.49085663,1793787.75433238,"1_51_1",1,FALSE
"68",2017-04-17,1955281.66666667,116058.637987462,-10350.1616476105,7242.11886586555,13095.1615569537,0,47.7426206181353,11759.4097669119,0.110398622249177,0.00324412624952187,9390.0542248404,1336.45990994254,1645559.49085663,1794139.02778436,"1_51_1",1,FALSE
"69",2017-04-24,1029928.33333333,116113.812438084,-11778.4312808137,0,14172.0157322906,0,23.8830680662657,13781.4968368537,0.00601107280226177,2.47903111249558e-05,8993.0849971608,3604.69171352131,1645559.49085663,1790470.05039765,"1_51_1",1,FALSE
"70",2017-05-01,2263143.33333333,116168.986888706,-11632.7445659455,2497.95958315452,12105.8272905537,0,784.296060051946,10801.3697105491,0.000327293444762269,1.89437589696742e-07,7993.78860027285,1200.8407729495,1645559.49085663,1785479.8155244,"1_51_1",1,FALSE
"71",2017-05-08,813771.666666667,116224.161339327,-10325.4760952047,0,11154.9791728847,0,395.344647044766,13702.1013524051,1.78206057411061e-05,1.44760588839532e-09,7993.50188173607,1235.95728063274,1645559.49085663,1785940.06045328,"1_51_1",1,FALSE
"72",2017-05-15,880871.666666667,116279.335789949,-9505.61229955376,0,12592.452030595,0,198.481300435833,10721.8039759083,9.70303522803746e-07,1.10620221227363e-11,1898.17652574864,4056.65850072935,1645559.49085663,1781800.78668141,"1_51_1",1,FALSE
"73",2017-05-22,919185,116334.510240571,-10366.5937295044,-510.101052666631,12954.2569445473,0,99.4441441171004,9553.49760013996,5.28314771668248e-08,8958.08787452839,378.503511228491,5213.39480133389,1645559.49085663,1788174.49119097,"1_51_1",1,FALSE
"74",2017-05-29,826321.666666667,116389.684691192,-12310.9411484708,0,11481.4412376685,0,49.7731049714325,6893.94911279137,1413.1714194128,99.094723446576,6575.60699725832,1423.35012574982,1645559.49085663,1777574.62112065,"1_51_1",1,FALSE
"75",2017-06-05,833798.333333333,116438.883416547,-13562.2900467823,2333.2415415685,11175.9502055247,0,105.183968537091,8081.16420143571,84.9271111851364,6960.96654433952,7844.36881459313,274.259018341956,1645559.49085663,1785296.14563192,"1_51_1",1,FALSE
"76",2017-06-12,746271.666666667,116488.082141903,-13076.4267316218,0,10650.7279737161,0,52.649081382186,5674.80280692992,4.65041305016137,70.0156266162727,7250.49227988071,318.330237609972,1645559.49085663,1772992.81468609,"1_51_1",1,FALSE
"77",2017-06-19,1036406.66666667,116537.280867258,-11544.1222338571,0,13486.3096433889,0,927.314198232532,3817.35501218748,0.253285903411908,17.510524363578,8635.85840229455,372.325241396934,1645559.49085663,1777809.5757978,"1_51_1",1,FALSE
"78",2017-06-26,927931.666666667,116586.479592613,-10356.1432448616,0,12689.1320454778,0,468.132474367017,11211.5573629462,645.058517141798,0.133889310161958,8049.59056888333,71.6888478150053,1645559.49085663,1784925.12091032,"1_51_1",1,FALSE
"79",2017-07-03,1126943.33333333,116635.678317968,-9859.5418860368,0,14924.8274126705,0,345.878590924191,8350.0689486715,2751.93569489167,13803.8727525141,9519.90925194165,1051.0320631693,1645559.49085663,1803083.15200334,"1_51_1",1,FALSE
"80",2017-07-10,1184220,116684.877043324,-9062.69211471308,0,16918.0005171576,0,173.558182176801,5892.55161779752,183.407270126178,201.484145162058,9589.32967200644,798.685669211235,1645559.49085663,1786938.69285888,"1_51_1",1,FALSE
"81",2017-07-17,1315508.33333333,116734.075768679,-7105.07491586606,0,16276.5961094201,0,250.778903308263,10222.7283964106,8153.89615269055,1.55044354579439,9759.58519871205,216.76580492822,1645559.49085663,1800070.39271846,"1_51_1",1,FALSE
"82",2017-07-24,1279360,116767.0189816,-4576.69584838504,0,18261.7482328709,0,125.714481993968,7470.63515821032,970.011023639663,0.0118485002401347,9794.80405497919,2098.71225185483,1645559.49085663,1796471.45104189,"1_51_1",1,FALSE
"83",2017-07-31,1455811.66666667,116799.962194522,-2947.34237305524,0,18968.7679483703,0,233.459705815781,12205.2937749275,238.627529408968,9.05415116309032e-05,10557.8115366871,1706.27622031804,1645559.49085663,1803322.34748416,"1_51_1",1,FALSE
"84",2017-08-07,1553355,116832.905407443,-2753.35882726681,0,21056.6126106627,0,117.011489733241,11712.808538356,2531.78389743435,6.91881827675738e-07,11475.9134930557,1357.51591070369,1645559.49085663,1807890.68337744,"1_51_1",1,FALSE
"85",2017-08-14,1374855,116865.848620364,-2807.77914675953,0,17981.1851935794,0,1049.14238422659,8808.8492930973,165.764005260663,5.28708272438346e-09,3058.68163490091,4120.88460398673,1645559.49085663,1794802.06744529,"1_51_1",1,FALSE
"86",2017-08-21,1970110,116898.791833286,-1494.40507640235,0,26876.5859179904,0,530.307005047171,6269.05435478185,3263.49890147805,2617.94089512898,629.110767949903,5235.24540295665,1645559.49085663,1806385.62085884,"1_51_1",1,FALSE
"87",2017-08-28,2336431.66666667,116931.735046207,1357.14455385661,0,30019.962564173,0,13705.6176331173,4261.36865508454,226.952913594949,1652.43593303038,12435.3063523228,12287.0899696275,1645559.49085663,1838437.10447764,"1_51_1",1,FALSE
"88",2017-09-04,2002065,116926.883328747,4259.97536815101,0,28603.3451136419,0,7980.40182142918,2797.43622915156,12.5466073962208,13.3910347553292,12670.2089052411,7830.86201116495,1645559.49085663,1826654.54127631,"1_51_1",1,FALSE
"89",2017-09-11,2027418.33333333,116922.031611287,5757.57339749201,0,25224.3537554273,0,11832.6999267809,11012.8678079164,664.070090151845,957.948023849455,11925.3572315842,1107.62283163188,1645559.49085663,1830964.01553275,"1_51_1",1,FALSE
"90",2017-09-18,1886570,116917.179893827,5971.14017423978,0,26935.6533987345,0,6738.33843841238,8170.66852419487,37.8283054248248,7.57057769654652,12571.9501240044,2881.38218932684,1645559.49085663,1825791.20248249,"1_51_1",1,FALSE
"91",2017-09-25,2529721.66666667,116912.328176368,6220.27045722093,0,31735.6217155928,0,16955.2951260228,11306.2568845938,2.06488591064172,5590.01444692635,13555.0600777915,6759.0759174002,1645559.49085663,1854595.47854445,"1_51_1",1,FALSE
"92",2017-10-02,2357930,116907.476458908,7339.2576890496,262.330692125586,33398.9410751142,0,28789.1565242216,10348.9466287203,0.112445182539599,52.9293580456786,13449.9472254721,10709.6948938147,1645559.49085663,1866818.28384728,"1_51_1",1,FALSE
"93",2017-10-09,3003391.66666667,116902.624741448,8842.36285466907,0,34892.192511574,0,27510.4742355512,13814.44112345,5928.02154659418,11667.0996922594,13904.9667860332,5511.85746255112,1645559.49085663,1884533.53181076,"1_51_1",1,FALSE
"94",2017-10-16,2283685,116897.773023988,9877.03783699475,0,32619.5098442156,0,19200.8604225928,10834.4602353053,532.860613570648,9740.00407644672,13662.0207367992,18089.6185009435,1645559.49085663,1877013.63614748,"1_51_1",1,FALSE
"95",2017-10-23,2584721.66666667,116871.740935174,10560.2917953723,0,33214.6854797764,0,19917.5519702193,9769.82510935046,30.0794253601723,10757.4664712031,13864.6672810007,17338.6527363505,1645559.49085663,1877884.45206043,"1_51_1",1,FALSE
"96",2017-10-30,2565400,116845.70884636,11831.30047342,-1196.53351298904,35577.9671192672,0,13362.8824294025,7078.77197996154,1.64105969871533,11788.4623279914,14248.8533730038,3076.95497436035,1645559.49085663,1858175.4999271,"1_51_1",1,FALSE
"97",2017-11-06,3407085,116819.676757546,13951.3677921289,0,39755.9047166999,0,11260.9981268945,13459.9097848603,7462.47202501864,8381.3735848115,15108.8296139467,7548.47025592585,1645559.49085663,1879308.49351446,"1_51_1",1,FALSE
"98",2017-11-13,2803291.66666667,116793.644668732,15661.0737482009,0,40063.9138144332,0,6370.01284522433,10480.6725285229,806.704778874112,15279.3788569739,4616.43506425135,6286.90798609672,1645559.49085663,1861918.23514794,"1_51_1",1,FALSE
"99",2017-11-20,3303155,116767.612579918,15307.4713472771,0,41376.8023794004,0,11494.2815589533,11062.1162420447,201.438947871168,7922.6202510641,991.398349868254,5920.12859524936,1645559.49085663,1856603.36110827,"1_51_1",1,FALSE
"100",2017-11-27,3103743.33333333,116741.580491104,12780.6631822749,0,42758.9034886861,0,6519.71358647869,8215.00758487011,2564.86141594538,5686.52949199028,17089.7248451006,16840.8895508671,1645559.49085663,1874757.36449394,"1_51_1",1,FALSE
"101",2017-12-04,2793875,116715.548402289,9934.86500265089,0,36100.8939715587,0,7284.7709404181,10041.138044039,168.375116528951,3592.42104972512,16847.2540899743,7237.30142491206,1645559.49085663,1853482.05889872,"1_51_1",1,FALSE
"102",2017-12-11,2260396.66666667,116667.780967599,8833.78530436442,0,32307.3510771687,0,3938.14364803685,7312.71188150046,9.271583684198,6929.08258368724,16082.5818337539,15303.3782726223,1645559.49085663,1852943.57800904,"1_51_1",1,FALSE
"103",2017-12-18,2399176.66666667,116620.013532908,9696.12571646237,0,31121.4449626491,0,10449.2905752645,9974.52602791619,0.505134412217193,2039.08570208892,16252.2292304647,21240.6112565982,1645559.49085663,1862953.32299539,"1_51_1",1,FALSE
"104",2017-12-25,3827520,116572.246098217,10787.6485790804,3728.97912546187,29266.1487964666,0,21301.5424513273,7255.05334817889,4584.97384560816,14678.4035260603,15476.5711138004,31402.0405276278,1645559.49085663,1900613.09826846,"1_51_1",1,FALSE
"105",2018-01-01,3109461.66666667,116524.478663527,10294.8054889248,1662.82465253899,29512.0327623828,0,13647.903178219,5019.01919032626,1987.60162774987,10041.0405459673,15684.8368983929,44739.3226423841,1645559.49085663,1894673.35650704,"1_51_1",1,FALSE
"106",2018-01-08,2228128.33333333,116476.711228836,8064.22546977262,0,31498.7051465212,0,7941.29378397144,4147.88934670866,124.70720907564,12120.3860332603,15803.5625182166,46900.3533897983,1645559.49085663,1888637.32498279,"1_51_1",1,FALSE
"107",2018-01-15,2202593.33333333,116428.943794145,5445.82374253229,0,27237.8940707039,0,10104.8939497472,2717.67974005811,4936.81922452375,159.23733746048,15420.3496391817,12667.5878231392,1645559.49085663,1840678.72017812,"1_51_1",1,FALSE
"108",2018-01-22,1918293.33333333,116376.857665418,3715.63491564303,0,25424.9767770976,0,5639.98931268232,8179.58685465922,7431.0511766996,1.22355281273408,14894.8782539018,3847.00403119901,1645559.49085663,1831070.69339674,"1_51_1",1,FALSE
"109",2018-01-29,1862458.33333333,116324.771536691,2956.98194240434,0,24500.7567747963,0,6026.074886019,5754.25331249936,799.988968571925,0.00935029350253474,14672.8899568184,3122.53556362443,1645559.49085663,1819717.75314835,"1_51_1",1,FALSE
"110",2018-02-05,1975951.66666667,116272.685407964,2401.0079882822,0,27696.8586310797,0,3212.62036492509,3876.18394750624,1006.76601097437,661.05799785924,15579.7129456322,23958.4947906487,1645559.49085663,1840224.8789415,"1_51_1",1,FALSE
"111",2018-02-12,1827318.33333333,116220.599279236,1444.06685955223,0,24620.1721812016,0,2386.36629280233,8140.11898708549,58.7506901627229,5.16949523090595,4852.37677099053,10545.1501922242,1645559.49085663,1813832.26160511,"1_51_1",1,FALSE
"112",2018-02-19,1656268.33333333,116168.513150509,71.6866006958193,0,23081.1501919837,0,1223.27804847823,5722.35903522779,1224.26395249784,0.0395102539301284,1049.07761389035,7106.04162765539,1645559.49085663,1801205.90058782,"1_51_1",1,FALSE
"113",2018-02-26,1703790,116116.427021782,-1493.6343447616,0,21900.3915516796,0,1224.18550810915,8468.14687709653,3113.40810844868,0.000301921885375586,12779.810568021,6128.72871309432,1645559.49085663,1813796.95516202,"1_51_1",1,FALSE
